ACCIDENT NO,ACCIDENT DATE,ACCIDENT TIME,ACCIDENT TYPE,ACCIDENT TYPE DESC,DAY OF WEEK,DAY WEEK DESCRIPTION,DCA CODE,DCA DESCRIPTION,DIRECTORY,EDITION,PAGE,GRID REFERENCE X,GRID REFERENCE Y,LIGHT CONDITION,LIGHT CONDITION DESC,NODE ID,NO OF VEHICLES,NO PERSONS,NO PERSONS INJ 2,NO PERSONS INJ 3,NO PERSONS KILLED,NO PERSONS NOT INJ,POLICE ATTEND,ROAD GEOMETRY,ROAD GEOMETRY  DESC,SEVERITY,SPEED ZONE
12000005185,25/01/2000,16.20.00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,59,G,11,1,Day,40400,2,2,0,1,0,1,2,2,T intersection,3,60
12000005189,24/01/2000,11.00.00,2,Struck Pedestrian,2,Monday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,MEL,40,88,D,2,1,Day,127613,1,2,0,1,0,1,1,5,Not at intersection,3,70
12000005190,21/01/2000,17.00.00,1,Collision with vehicle,6,Friday,150,HEAD ON(OVERTAKING)                     ,MEL,40,79,B,5,1,Day,42389,3,3,2,1,0,0,1,1,Cross intersection,2,60
12000005191,23/01/2000,23.00.00,4,Collision with a fixed object,1,Sunday,175,OFF END OF ROAD/T-INTERSECTION.               ,MEL,40,79,G,8,4,Dark Street lights off,45894,1,1,0,1,0,0,1,2,T intersection,3,60
12000005195,3/2/2000,15.40.00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,77,A,1,1,Day,128015,1,2,0,2,0,0,1,5,Not at intersection,3,60
12000005199,26/01/2000,17.00.00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,59,E,11,1,Day,40356,1,2,1,0,0,1,1,2,T intersection,2,60
12000005201,19/01/2000,01.15.00,2,Struck Pedestrian,4,Wednesday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,MEL,40,59,A,7,3,Dark Street lights on,40244,1,8,0,1,0,7,1,2,T intersection,3,60
12000005215,4/2/2000,20.25.00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,56,G,1,3,Dark Street lights on,128016,3,9,0,2,0,7,1,5,Not at intersection,3,80
12000005221,27/01/2000,09.15.00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2E,J,2,1,Day,36819,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000005224,18/01/2000,08.30.00,1,Collision with vehicle,3,Tuesday,143,ENTERING PARKING                      ,MEL,40,2P,G,12,1,Day,127623,2,2,0,1,0,1,2,5,Not at intersection,3,60
12000005234,5/2/2000,00.30.00,1,Collision with vehicle,7,Saturday,131,LEFT REAR                          ,MEL,40,86,K,4,3,Dark Street lights on,232699,2,4,0,2,0,2,2,5,Not at intersection,3,80
12000005236,12/1/2000,17.45.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2K,C,6,1,Day,37539,4,4,0,1,0,3,2,1,Cross intersection,3,60
12000005241,29/01/2000,21.18.00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,67,G,7,3,Dark Street lights on,41201,1,1,1,0,0,0,1,1,Cross intersection,2,60
12000005252,30/01/2000,06.55.00,5,collision with some other object,1,Sunday,166,STRUCK OBJECT ON CARRIAGEWAY                ,MEL,40,2B,K,5,2,Dusk/Dawn,127610,1,2,1,0,0,1,1,5,Not at intersection,2,60
12000005258,29/01/2000,19.45.00,1,Collision with vehicle,7,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,MEL,40,2G,G,4,1,Day,37058,2,3,1,0,0,2,1,2,T intersection,2,70
12000005274,9/1/2000,19.00.00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2A,K,11,1,Day,35307,2,3,0,2,0,1,2,1,Cross intersection,3,60
12000005278,3/2/2000,18.30.00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2G,K,10,1,Day,35383,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000005279,18/01/2000,08.00.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2E,E,3,1,Day,127349,5,5,0,3,0,2,2,5,Not at intersection,3,60
12000005281,11/1/2000,08.00.00,1,Collision with vehicle,3,Tuesday,154,PULLING OUT -REAR END                    ,MEL,40,2K,H,4,1,Day,57873,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000005283,27/01/2000,08.45.00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,30,A,10,1,Day,37817,2,3,0,2,0,1,2,2,T intersection,3,60
12000005304,14/01/2000,08.30.00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,59,B,10,1,Day,57525,3,3,0,1,0,2,2,1,Cross intersection,3,80
12000005306,28/01/2000,13.50.00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2L,F,3,1,Day,381,3,5,0,2,0,3,1,1,Cross intersection,3,60
12000005309,12/1/2000,10.30.00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE                     ,MEL,40,67,D,6,1,Day,41133,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000005310,21/01/2000,09.25.00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,2P,H,3,1,Day,57515,1,2,0,0,1,1,1,1,Cross intersection,1,70
12000005312,18/01/2000,07.10.00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH                        ,MEL,40,58,G,7,1,Day,29600,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000005313,19/01/2000,16.30.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,77,E,1,1,Day,29677,3,3,0,1,0,2,2,1,Cross intersection,3,60
12000005315,14/01/2000,19.50.00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,MEL,40,67,G,12,1,Day,41205,2,3,0,1,0,2,2,2,T intersection,3,60
12000005322,23/01/2000,05.40.00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,1B,Q,9,2,Dusk/Dawn,35366,3,7,0,1,0,6,1,1,Cross intersection,3,60
12000005323,22/01/2000,16.00.00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,2C,A,12,1,Day,221507,1,4,1,1,0,2,1,5,Not at intersection,2,60
12000005324,28/01/2000,17.45.00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2H,E,6,1,Day,37306,2,4,0,2,0,2,1,1,Cross intersection,3,60
12000005325,28/01/2000,05.00.00,5,collision with some other object,6,Friday,166,STRUCK OBJECT ON CARRIAGEWAY                ,MEL,40,2G,F,9,3,Dark Street lights on,127567,3,3,0,1,0,2,1,5,Not at intersection,3,60
12000005329,27/01/2000,21.25.00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,86,K,4,3,Dark Street lights on,232696,1,3,1,0,0,2,1,5,Not at intersection,2,80
12000005332,28/01/2000,22.30.00,7,Fall from or in moving vehicle,6,Friday,190,FELL IN/FROM VEHICLE                    ,MEL,40,2P,A,11,3,Dark Street lights on,127570,1,2,0,1,0,1,1,5,Not at intersection,3,60
12000005337,17/01/2000,21.55.00,1,Collision with vehicle,2,Monday,140,U TURN                           ,MEL,40,2G,C,9,3,Dark Street lights on,127615,2,3,0,1,0,2,1,5,Not at intersection,3,60
12000005339,20/01/2000,17.05.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,2G,F,11,1,Day,37049,2,2,1,0,0,1,1,2,T intersection,2,60
12000005340,27/01/2000,12.19.00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,92,J,7,1,Day,43201,1,1,1,0,0,0,1,2,T intersection,2,60
12000005343,24/01/2000,23.10.00,2,Struck Pedestrian,2,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,2G,F,5,3,Dark Street lights on,45888,1,2,0,1,0,1,1,2,T intersection,3,60
12000005345,22/01/2000,23.02.00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH                        ,MEL,40,2K,D,3,3,Dark Street lights on,37545,2,3,1,0,0,2,1,1,Cross intersection,2,60
12000005346,22/01/2000,08.40.00,1,Collision with vehicle,7,Saturday,111,RIGHT FAR (INTERSECTIONS ONLY)               ,MEL,40,79,G,8,1,Day,787,2,3,1,1,0,1,1,1,Cross intersection,2,60
12000005348,23/01/2000,08.25.00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,1A,F,10,1,Day,29420,2,3,0,1,0,2,1,1,Cross intersection,3,60
12000005351,28/01/2000,15.15.00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,MEL,40,2T,C,4,1,Day,188670,2,3,0,1,0,2,1,5,Not at intersection,3,60
12000005367,20/01/2000,18.24.00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,92,F,1,1,Day,35626,1,1,0,1,0,0,1,1,Cross intersection,3,999
12000005368,29/01/2000,16.15.00,2,Struck Pedestrian,7,Saturday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,MEL,40,2P,H,2,9,Unknown,127612,1,2,1,0,0,1,1,5,Not at intersection,2,999
12000005371,19/01/2000,08.30.00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,77,A,5,1,Day,42100,2,2,0,1,0,1,1,2,T intersection,3,60
12000005374,17/01/2000,14.10.00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH                        ,MEL,40,59,C,4,1,Day,40291,2,6,0,1,0,5,1,1,Cross intersection,3,60
12000005375,19/01/2000,04.00.00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,2L,E,5,3,Dark Street lights on,37610,2,2,0,1,0,1,1,1,Cross intersection,3,60
12000005380,19/01/2000,16.50.00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,76,E,5,1,Day,127571,2,1,1,0,0,0,1,5,Not at intersection,2,60
12000005382,1/2/2000,11.00.00,2,Struck Pedestrian,3,Tuesday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,MEL,40,2M,J,3,1,Day,127704,2,1,0,1,0,0,1,5,Not at intersection,3,60
12000005383,2/2/2000,19.55.00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,92,K,9,1,Day,884,2,6,0,2,0,4,1,1,Cross intersection,3,60
12000005385,29/01/2000,01.40.00,2,Struck Pedestrian,7,Saturday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,2L,H,12,3,Dark Street lights on,37705,1,3,0,1,0,2,1,1,Cross intersection,3,60
12000005387,27/01/2000,10.46.00,1,Collision with vehicle,5,Thursday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,MEL,40,2L,H,5,1,Day,80891,3,3,1,0,0,2,2,5,Not at intersection,2,60
12000005389,31/01/2000,08.40.00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,2M,F,12,1,Day,127557,1,1,1,0,0,0,1,5,Not at intersection,2,60
12000005391,24/01/2000,11.15.00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,68,E,12,1,Day,41369,2,2,0,2,0,0,1,1,Cross intersection,3,60
12000005392,28/01/2000,16.35.00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,2E,J,12,1,Day,130178,2,2,0,1,0,1,1,5,Not at intersection,3,60
12000005393,30/01/2000,11.15.00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,77,H,8,1,Day,42227,3,4,0,1,0,3,1,1,Cross intersection,3,60
12000005396,29/01/2000,14.30.00,1,Collision with vehicle,7,Saturday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,2M,B,2,1,Day,81093,2,4,0,2,0,2,2,5,Not at intersection,3,60
12000005399,20/01/2000,07.50.00,1,Collision with vehicle,5,Thursday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,MEL,40,2L,A,6,1,Day,37592,2,2,0,1,0,1,1,1,Cross intersection,3,60
12000005401,5/2/2000,22.15.00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,1B,L,2,3,Dark Street lights on,29422,2,5,0,4,0,1,1,1,Cross intersection,3,60
12000005409,27/01/2000,08.25.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,68,A,12,1,Day,41294,2,2,0,1,0,1,1,1,Cross intersection,3,60
12000005410,27/01/2000,08.50.00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,93,C,4,1,Day,36782,2,3,0,1,0,2,1,1,Cross intersection,3,80
12000005415,22/01/2000,13.30.00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2C,E,5,1,Day,33747,3,6,1,0,0,5,1,1,Cross intersection,2,60
12000005417,1/1/2000,05.20.00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2G,D,5,3,Dark Street lights on,36414,2,3,0,1,0,2,2,1,Cross intersection,3,60
12000005422,1/2/2000,23.10.00,1,Collision with vehicle,3,Tuesday,140,U TURN                           ,MEL,40,67,J,10,3,Dark Street lights on,232697,2,3,1,0,0,2,1,5,Not at intersection,2,80
12000005427,27/01/2000,09.30.00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,86,H,5,1,Day,42741,2,2,0,2,0,0,1,1,Cross intersection,3,60
12000005435,1/2/2000,09.55.00,1,Collision with vehicle,3,Tuesday,140,U TURN                           ,MEL,40,68,H,3,1,Day,41406,2,3,1,2,0,0,1,2,T intersection,2,80
12000005436,28/01/2000,15.05.00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2B,D,3,1,Day,127558,3,2,0,1,0,1,2,5,Not at intersection,3,60
12000005438,15/01/2000,15.00.00,1,Collision with vehicle,7,Saturday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,MEL,40,2C,H,6,1,Day,127641,2,5,0,1,0,4,2,5,Not at intersection,3,70
12000005455,1/2/2000,07.00.00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,42,H,12,1,Day,130266,2,3,0,1,0,2,1,5,Not at intersection,3,60
12000005457,28/01/2000,11.05.00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,2L,E,5,1,Day,37612,2,4,0,1,0,3,1,2,T intersection,3,60
12000005463,30/01/2000,10.00.00,1,Collision with vehicle,1,Sunday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,MEL,40,2L,J,10,1,Day,81001,2,2,1,0,0,1,2,5,Not at intersection,2,60
12000005465,27/01/2000,11.10.00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,93,G,11,1,Day,36173,1,1,0,1,0,0,1,1,Cross intersection,3,70
12000005468,26/01/2000,11.50.00,1,Collision with vehicle,4,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,MEL,40,2B,K,4,1,Day,36416,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000005469,31/01/2000,11.10.00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,68,A,10,1,Day,41291,2,2,0,1,0,1,1,2,T intersection,3,60
12000005471,31/01/2000,20.20.00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,92,K,9,1,Day,884,2,6,0,1,0,5,1,1,Cross intersection,3,60
12000005485,27/01/2000,10.10.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,2P,D,1,1,Day,40091,2,3,1,0,0,2,1,1,Cross intersection,2,60
12000005488,29/01/2000,18.52.00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH                        ,MEL,40,31,A,11,1,Day,127624,3,4,0,1,0,3,1,5,Not at intersection,3,60
12000005491,27/01/2000,11.47.00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,2L,A,6,1,Day,37592,1,3,0,2,0,1,1,1,Cross intersection,3,60
12000005494,27/01/2000,07.20.00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,2H,E,8,1,Day,37310,2,2,0,1,0,1,1,2,T intersection,3,60
12000005496,20/01/2000,16.25.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,2B,B,11,1,Day,29385,2,4,0,1,0,3,1,1,Cross intersection,3,60
12000005498,27/01/2000,11.20.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,MEL,40,2H,A,1,1,Day,37190,3,3,1,0,0,2,2,1,Cross intersection,2,60
12000005502,21/01/2000,09.55.00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE                     ,MEL,40,2B,C,2,1,Day,29386,3,3,0,1,0,2,1,1,Cross intersection,3,60
12000005504,20/01/2000,11.45.00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,58,F,10,1,Day,40161,3,3,1,0,0,2,1,1,Cross intersection,2,60
12000005507,22/01/2000,12.50.00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2P,D,3,1,Day,29887,2,5,0,3,0,2,1,4,Multiple intersection,3,60
12000005508,15/01/2000,23.50.00,2,Struck Pedestrian,7,Saturday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,2P,H,3,3,Dark Street lights on,57515,1,2,0,1,0,1,2,1,Cross intersection,3,60
12000005531,19/01/2000,17.45.00,1,Collision with vehicle,4,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,MEL,40,2P,C,8,1,Day,29590,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000005534,18/01/2000,14.05.00,2,Struck Pedestrian,3,Tuesday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,MEL,40,2M,G,11,1,Day,37784,1,2,0,1,0,1,2,1,Cross intersection,3,60
12000005542,23/01/2000,03.45.00,4,Collision with a fixed object,1,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,2P,D,2,3,Dark Street lights on,127373,1,3,0,2,0,1,2,4,Multiple intersection,3,60
12000005543,31/01/2000,20.45.00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,86,J,4,2,Dusk/Dawn,127372,1,1,1,0,0,0,2,5,Not at intersection,2,60
12000005545,4/2/2000,01.00.00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,59,B,12,3,Dark Street lights on,128409,2,2,0,0,1,1,1,5,Not at intersection,1,60
12000005550,1/2/2000,17.40.00,1,Collision with vehicle,3,Tuesday,140,U TURN                           ,MEL,40,2B,B,9,1,Day,127765,2,2,0,1,0,1,2,5,Not at intersection,3,70
12000005552,12/1/2000,18.30.00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.                         ,MEL,40,86,A,6,1,Day,42697,2,3,0,1,0,2,2,2,T intersection,3,60
12000005562,27/01/2000,11.30.00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,58,K,12,1,Day,40232,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000005567,24/01/2000,13.00.00,1,Collision with vehicle,2,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,59,B,11,1,Day,40280,2,3,1,1,0,1,2,1,Cross intersection,2,60
12000005575,13/01/2000,13.30.00,1,Collision with vehicle,5,Thursday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,MEL,40,59,A,1,1,Day,10635,2,3,0,1,0,2,1,5,Not at intersection,3,100
12000005577,28/01/2000,11.20.00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,58,K,10,1,Day,35506,2,2,1,0,0,1,1,1,Cross intersection,2,60
12000005581,26/01/2000,03.05.00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,1B,L,1,3,Dark Street lights on,65743,2,6,0,1,0,5,1,1,Cross intersection,3,60
12000005586,26/01/2000,18.20.00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,2L,F,12,1,Day,37640,2,3,1,0,0,2,1,2,T intersection,2,60
12000005732,25/01/2000,18.54.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2G,F,9,2,Dusk/Dawn,76289,4,4,0,1,0,3,1,5,Not at intersection,3,60
12000005750,14/01/2000,23.06.00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,1D,L,6,3,Dark Street lights on,10630,3,6,0,4,0,2,1,5,Not at intersection,3,60
12000005754,4/2/2000,19.30.00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,MEL,40,2M,C,7,1,Day,37743,2,4,0,1,0,3,1,2,T intersection,3,60
12000005759,11/1/2000,15.40.00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE                     ,MEL,40,1D,U,12,1,Day,36995,2,2,0,1,0,1,2,2,T intersection,3,60
12000005788,17/01/2000,08.25.00,1,Collision with vehicle,2,Monday,136,RIGHT TURN SIDESWIPE                    ,MEL,40,2G,J,10,1,Day,37140,2,3,1,0,0,2,2,1,Cross intersection,2,60
12000005808,5/2/2000,21.00.00,1,Collision with vehicle,7,Saturday,140,U TURN                           ,MEL,40,2G,K,12,3,Dark Street lights on,37188,2,4,0,1,0,3,1,2,T intersection,3,60
12000005884,9/2/2000,17.35.00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,67,E,3,1,Day,667,2,2,0,1,0,1,1,4,Multiple intersection,3,80
12000005889,7/2/2000,18.50.00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,67,D,3,1,Day,41121,2,2,0,1,0,1,1,1,Cross intersection,3,60
12000005898,8/2/2000,16.15.00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,1B,L,7,1,Day,35360,1,2,0,1,0,1,1,1,Cross intersection,3,60
12000005904,4/2/2000,12.05.00,1,Collision with vehicle,6,Friday,143,ENTERING PARKING                      ,MEL,40,1A,H,5,1,Day,127690,2,2,1,0,0,1,1,5,Not at intersection,2,60
12000005905,4/2/2000,08.40.00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,MEL,40,1B,Q,2,1,Day,35362,2,2,0,1,0,1,1,2,T intersection,3,60
12000005926,11/2/2000,08.45.00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,2E,A,8,1,Day,36777,2,2,0,1,0,1,1,2,T intersection,3,60
12000005940,7/2/2000,17.40.00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,58,F,10,1,Day,127687,3,3,0,1,0,2,1,5,Not at intersection,3,60
12000005947,20/01/2000,07.00.00,1,Collision with vehicle,5,Thursday,145,REVERSING IN STREAM OF TRAFFIC               ,MEL,40,68,A,2,1,Day,29639,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000005956,8/2/2000,13.25.00,2,Struck Pedestrian,3,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,2L,A,6,1,Day,80524,1,2,1,0,0,1,1,5,Not at intersection,2,60
12000005959,12/2/2000,22.45.00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2P,H,3,3,Dark Street lights on,57515,2,3,0,3,0,0,1,1,Cross intersection,3,60
12000005974,7/2/2000,08.45.00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2P,F,9,1,Day,57527,2,2,1,0,0,1,1,1,Cross intersection,2,80
12000005982,25/01/2000,19.15.00,1,Collision with vehicle,3,Tuesday,140,U TURN                           ,MEL,40,56,G,3,2,Dusk/Dawn,127329,2,5,0,2,0,3,2,5,Not at intersection,3,60
12000006046,11/2/2000,18.39.00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,87,D,9,1,Day,42816,2,2,0,1,0,1,1,2,T intersection,3,80
12000006047,11/2/2000,06.10.00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,93,C,8,2,Dusk/Dawn,127731,2,2,0,1,0,1,1,5,Not at intersection,3,60
12000006180,27/01/2000,12.30.00,2,Struck Pedestrian,5,Thursday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,MEL,40,59,B,8,1,Day,127331,1,2,0,1,0,1,2,5,Not at intersection,3,60
12000006183,6/2/2000,11.20.00,1,Collision with vehicle,1,Sunday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,59,B,9,1,Day,127826,2,3,0,1,0,2,1,5,Not at intersection,3,60
12000006248,12/2/2000,06.10.00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,1B,T,8,1,Day,35367,1,1,1,0,0,0,1,1,Cross intersection,2,60
